track_uri|track_name|artist_uri|artist_name|album_uri|album_name|popularity|danceability|energy|speechiness|instrumentalness|tempo|acousticness|duration_ms|key|liveness|loudness|mode|time_signature|valence
5HeKOKc4phmLn8e4I7EkzD|My Blood|3YQKmKGau1PzlVlkL1iodx|Twenty One Pilots|621cXqrTSSJi1WqDMSLmbL|Trench|71|0.749|0.723|0.0432|0.022|108.999|0.0563|229120|1|0.0977|-6.609|1|4|0.674
0AUyNF6iFxMNQsNx2nhtrw|Blood // Water|4ZgQDCtRqZlhLswVS6MHN4|grandson|2ih65NyzXsPwEsI1sMdyIy|Blood // Water|80|0.51|0.882|0.159|0.00206|154.029|0.00158|216721|8|0.0764|-5.659|0|4|0.653
2qcG0nZ6S3zZV0UrkY5nFo|Drip (feat. Migos)|4kYSro6naA4h99UJvo89HB|Cardi B|4KdtEKjY3Gi0mKiSdy96ML|Invasion of Privacy|65|0.968|0.589|0.255|0.0|129.993|0.0511|262308|11|0.0731|-7.808|1|4|0.268
4AQzk2yNWKs6sYhZi6NzVN|Me & You Together Song|3mIj9lX2MWuHmhNCA7LSCW|The 1975|6RicVnt1SB39xCjG81RUDo|Me & You Together Song|55|0.272|0.763|0.0348|0.00157|107.388|1.65e-06|209501|9|0.299|-5.861|1|4|0.394
1OjmlSFuzYflWjSMTCyTJv|Like It's Christmas|7gOdHgIoIKoe4i9Tta6qdD|Jonas Brothers|2SOQX9qSOQhxc0PsI5LNnu|Like It's Christmas|56|0.725|0.571|0.102|0.0|146.035|0.0183|200880|1|0.0519|-6.007|1|4|0.61
6yVkakCN460KOVol9ZazjH|Reggaetonera|2R21vXR83lH98kGeO99Y66|Anuel AA|7JtT7OyWM8BnIS5FXXPMKg|Emmanuel|69|0.694|0.796|0.0565|0.000384|93.064|0.48|212312|6|0.108|-4.164|1|4|0.515
5ULRlgiSPSKTaJN1vU9yso|Shape of You - Acoustic|6eUKZXaKkcviH0Ku9w2n3V|Ed Sheeran|5Nk90vGwn59ToxTvSNsKZw|Shape of You (Acoustic)|66|0.843|0.4|0.103|0.0|100.728|0.49|223573|8|0.125|-5.576|0|4|0.927
3Zg68ElzsOAHABZsfXlljo|Mr. Jones (feat. Future)|0eDvMgVFoNV3TpwtrVCoTj|Pop Smoke|2MlT9dGKoGH2hsfcz7UUXL|Faith|60|0.795|0.582|0.054|0.0|134.055|0.275|214925|0|0.239|-7.365|0|4|0.778
6O6M7pJLABmfBRoGZMu76Y|Roses (feat. ROZES)|69GGBxA162lTqCwzJG5jLp|The Chainsmokers|3ShQFl9FladFKlonwPGZFc|The Chainsmokers- Japan Special Edition|33|0.716|0.806|0.0466|0.00413|100.033|0.0361|225800|4|0.244|-7.602|1|4|0.347
4eqrNsKy9Mvg1fvfsTVIAE|Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)|1iNqsUDUraNWrj00bqssQG|Dreamville|3VTNWsdPxKZjJvEY87GivP|1-888-88-DREAM|0|0.791|0.583|0.369|0.0|149.693|0.0393|169147|1|0.0577|-5.247|1|4|0.694
6QgjcU0zLnzq5OrUoSZ3OK|Feel It Still|4kI8Ie27vjvonwaB2ePh8T|Portugal. The Man|4VzzEviJGYUtAeSsJlI9QB|Woodstock|80|0.801|0.795|0.0504|0.000113|79.028|0.0417|163253|1|0.0717|-5.115|0|4|0.754
7eJMfftS33KTjuF7lTsMCx|death bed (coffee for your head)|6bmlMHgSheBauioMgKv2tn|Powfu|2p9gK2BcdrloHNJwarc9gc|death bed (coffee for your head)|86|0.726|0.431|0.135|0.0|144.026|0.731|173333|8|0.696|-8.765|0|4|0.348
0WdGQhoAP2LBsqr5Jhit2g|What Lovers Do|04gDigrS5kc9YWfZHwBETP|Maroon 5|2rdc6PDLUZFnaTf1dqUJsH|Red Pill Blues (Deluxe)|36|0.799|0.597|0.0611|5.66e-06|110.001|0.0788|199849|5|0.1|-5.131|0|4|0.419
2bPtwnrpFNEe8N7Q85kLHw|Combatchy (feat. MC Rebecca)|7FNnA9vBm6EKceENgCGRMb|Anitta|4YQQS1DM9JskregbISv1dq|Combatchy (feat. MC Rebecca)|67|0.826|0.73|0.0809|0.000374|150.134|0.383|157600|1|0.0197|-3.032|1|4|0.605
0yURuYmnz9tl4K04e5Y6aQ|This Is Halloween|164hs3x1Tsp3FgJWNHee1r|The Citizens of Halloween|6Ft5jjXGu5JIKsS33Kjq5t|The Nightmare Before Christmas (Original Motion Picture Soundtrack)|22|0.569|0.508|0.0502|0.0|167.624|0.768|196560|7|0.145|-12.823|1|4|0.647
7oDTApxHeWzTQOR7GPPxw4|Heat|7dGJo4pcD2V6oG8kP0tJRR|Eminem|15YmkgHUd5PAgvl1XI9SL5|Revival|0|0.835|0.864|0.272|0.0|99.043|0.163|250000|7|0.305|-5.361|0|4|0.511
1b6tPXXCV2fSNtR3SKWUQA|Available|1uNFoZAHBGtllmzznpCI3s|Justin Bieber|63iWSELt9V1kV6RSMxN7Ii|Changes|62|0.702|0.608|0.0359|0.0|75.012|0.0736|195333|3|0.129|-6.843|1|4|0.597
0s5DNDV6LAKn2u2Ufa3VjQ|Desconocidos|2wkoKEfS6dXwThbyTnZWFU|Mau y Ricky|0vfE72mb2weKSONtBC6SPJ|Desconocidos|69|0.709|0.771|0.166|3.29e-06|174.006|0.146|204453|7|0.249|-4.598|1|4|0.709
2qzUpSVI4NnPyWxbXwumTj|BLACK PARADE|6vWDO969PvNqNYHIOW5v0m|Beyoncé|3MJxH055n52Rbm8RLlpJcN|BLACK PARADE|63|0.824|0.555|0.05|6.42e-06|120.002|0.00337|281273|1|0.217|-5.817|1|4|0.0611
5joiME4fAdb6FqrsXOs3u9|Silk Sonic Intro|0du5cEVh5yTK9QJze8zA0C|Bruno Mars|2qLI9pIjubUQMlpdmid2sE|An Evening With Silk Sonic|48|0.696|0.553|0.0759|3.91e-06|114.993|0.097|63060|1|0.617|-8.702|1|4|0.674
4SPu0Ql902hTVXkBoNIYtq|NASA|66CXWjxzNUsdJxJ2JdwvnR|Ariana Grande|6sUzNE1SPNLBXBCZs3PIAO|thank u, next|55|0.737|0.461|0.293|0.0|75.005|0.447|182000|6|0.268|-6.887|1|4|0.481
5W8jRrZ6tWrTrqnKRtIQBf|p r i d e . i s . t h e . d e v i l (with Lil Baby)|6l3HvQ5sa6mXTsMTB19rO5|J. Cole|4JAvwK4APPArjIsOdGoJXX|The Off-Season|82|0.861|0.656|0.425|0.0|88.967|0.104|218210|4|0.0986|-7.867|0|4|0.331
3gD4J3RUHy4OUuZ3qAiaiG|Caramelo|1i8SpTcr7yvPOmcqrbnVXY|Ozuna|6HZe6aICWesZsze5OKlvMD|Caramelo|73|0.728|0.806|0.0623|0.000301|168.084|0.0531|217547|6|0.153|-3.766|1|4|0.698
0xxZY5C9xxij3D1HkzbnfC|Monster Mash|42MRYPhQfcEXqb18dl5ERX|"Bobby ""Boris"" Pickett"|1yW6XU0pw5ZqDeu81OAaCr|The Original Monster Mash|53|0.541|0.504|0.457|0.0|68.482|0.375|192040|11|0.421|-14.191|0|4|0.707
5IUtvfNvOyVYZUa6AJFrnP|Spicy (feat. Post Malone)|7c0XG5cIJTrrAgEC3ULPiq|Ty Dolla $ign|6M4Nu5UgX097dxeF2lm9P8|Featuring Ty Dolla $ign|80|0.782|0.51|0.0419|0.0|99.993|0.143|143375|4|0.115|-5.724|0|4|0.118
384Oc8MQzITdL2DGyCeivN|Kept Back (feat. Lil Pump) - Bonus Track Version|13y7CgLHjMVRMDqxdx0Xdo|Gucci Mane|5OIMu6nZ3RJbDSpjaJ4mZf|Kept Back (feat. Lil Pump)|51|0.907|0.637|0.117|0.0|130.012|0.0713|177652|10|0.0816|-5.498|1|4|0.496
3QSLoxRguKgK0knOG7EGyn|TALK ABOUT IT|4r63FhuTkUYltbVAg5TQnk|DaBaby|623PL2MBg50Br5dLXC9E9e|BLAME IT ON BABY|51|0.951|0.638|0.308|0.0|123.948|0.00206|159093|1|0.113|-5.614|1|4|0.439
4fSHADbZbhpZCT9oJpxwbP|Ameaça|3whgFbrRxsOmYVrq3t4hCY|Paulo Pires|5a0unzg1MHZYoeI4mtqQ4w|Ameaça|84|0.644|0.938|0.0602|1.69e-06|169.9|0.216|188096|8|0.164|-3.643|1|4|0.748
6DZz58CbF0AKw5PCKqNKcM|Come to Life|5K4W6rqBFWDnAN6FQUkS6x|Kanye West|340MjPcVdiQRnMigrPybZA|Donda|16|0.44|0.465|0.0318|1.26e-06|126.937|0.689|310394|3|0.384|-6.592|1|4|0.241
5gOtq0sKU24ZF8hnXlSp1V|System (feat. WizKid)|6Ip8FS7vWT1uKkJSweANQK|Dave|6HwzIlrCDq3WF9vMq8meqG|We're All Alone In This Together|73|0.817|0.669|0.1|1.25e-06|106.934|0.105|181550|0|0.247|-4.278|0|4|0.693
1D2L6MefbXon28PzIk9I3r|92 Explorer|246dkjvS1zLTtiykXe5h60|Post Malone|6trNtQUgC8cgbWcqoMYkOR|beerbongs & bentleys|71|0.798|0.733|0.0476|1.25e-06|146.046|0.265|211427|7|0.114|-4.811|0|4|0.861
7e89621JPkKaeDSTQ3avtg|Sweet Home Alabama|4MVyzYMgTwdP7Z49wAZHx0|Lynyrd Skynyrd|54V1ljNtyzAm053oJqi0SH|Second Helping|84|0.596|0.605|0.0255|0.000331|97.798|0.181|283800|7|0.0863|-12.145|1|4|0.886
3cysp2UU6xmV61ZlnQsa8s|Heaven|0ZED1XzwlLHW4ZaG4lOT6m|Julia Michaels|6L3gI00jSEv7LZB7bqt6rq|"Heaven [From ""Fifty Shades Freed (Original Motion Picture Soundtrack)""]"|46|0.554|0.371|0.0361|0.0|199.824|0.853|191813|7|0.0838|-9.104|0|3|0.246
6lFDB0BFDRV58qaQDX85jV|Liability (Reprise)|163tK9Wjr9P9DmM0AVK7lm|Lorde|2B87zXm9bOWvAJdkJBTpzF|Melodrama|59|0.552|0.277|0.0635|0.0|77.759|0.904|136020|0|0.107|-12.09|1|4|0.26
709F3MwiVvLD0LQXeKs5Cz|Vibez|5ZsFI1h6hIdQRw2ti0hz81|ZAYN|18VcdfV5jJVjn10mh0vOYt|Vibez|66|0.635|0.659|0.116|0.0285|96.855|0.242|163127|7|0.105|-7.499|1|4|0.34
0dy5NFDnx5fuZvE8ZXEX35|Shotz Fired|1aS5tqEs9ci5P9KD9tZWa6|Bonez MC|577JSMpNofphccp9SvPDCo|Shotz Fired|60|0.839|0.594|0.139|0.0264|76.007|0.249|179844|0|0.165|-9.087|1|4|0.58
70eFcWOvlMObDhURTqT4Fv|Beautiful People (feat. Khalid)|6eUKZXaKkcviH0Ku9w2n3V|Ed Sheeran|3oIFxDIo2fwuk4lwCmFZCx|No.6 Collaborations Project|76|0.64|0.647|0.186|0.0|92.979|0.124|197867|5|0.0801|-8.114|0|4|0.546
314ZkcV7oLWG8yWE7LABvH|Make It Right (feat. Lauv)|3Nrfpe0tUJi4K4DXYWgMUX|BTS|0ZI6Q1QJSYdeEQPvKzX1XR|Make It Right (feat. Lauv)|35|0.584|0.685|0.425|0.0|97.551|0.0304|226321|7|0.189|-7.811|1|4|0.345
6ZEYvUSgON3J5Qe1RYi3Jo|Peace Of Mind (feat. Vargas & Lagola)|1vCWHaC5f2uS3yhpwWbIA6|Avicii|6Ad1E9vl75ZB3Ir87zwXIJ|TIM|54|0.461|0.624|0.0298|6.97e-06|110.003|0.11|180000|4|0.454|-8.034|0|4|0.278
0w1ZtnzQmtmuuoKxHT0pLL|Summer Games|3TVXtAsR1Inumwj472S9r4|Drake|2o9McLtDM7mbODV7yZF2mc|Scorpion|0|0.776|0.482|0.0356|0.0457|136.015|0.481|247893|1|0.11|-11.268|1|4|0.128
4S2uhQE8L9V6p7rj7SiauJ|Suicidal (Remix) [feat. Juice WRLD]|1cNDP5yjU5vjeR8qMf4grg|YNW Melly|4WE4KsdoZbISWStEzfcxvH|Suicidal (Remix) [feat. Juice WRLD]|78|0.655|0.441|0.0629|0.0|139.957|0.474|225857|9|0.099|-5.245|0|4|0.273
4PklAHGXT5ityno3IA8SKd|Go Stupid|6AgTAQt8XS6jRWi4sX7w49|Polo G|39xhYyNNDatQtgKw2KdXMz|THE GOAT|76|0.92|0.833|0.253|0.0|141.034|0.0277|165726|1|0.0596|-3.18|1|4|0.645
55xNjVrGJxgqcEFqCyejTM|letter 2 my momma|1URnnhqYAYcrqrcwql10ft|21 Savage|007DWn799UWvfY1wwZeENR|i am > i was|55|0.864|0.608|0.275|1.2e-05|80.225|0.0531|194810|1|0.078|-10.567|0|4|0.963
40oKW22ZNNkEdZLJTScaQI|Roll in Peace (feat. XXXTENTACION)|46SHBwWsqBkxI7EeeBEQG7|Kodak Black|51wp3EOOp2mBIjhZjR7W0i|Project Baby 2: All Grown Up|78|0.747|0.524|0.245|0.0|140.053|0.0306|213132|10|0.2|-6.807|0|4|0.363
5mTdAqporE8e0dEk1U8Pkx|B.I.D|2jku7tDXc6XoB6MO2hFuqg|Tory Lanez|4lt0VnsyVE7E7uul9GmQiU|MEMORIES DON'T DIE|0|0.758|0.697|0.0859|0.0|154.969|0.11|164133|10|0.0887|-5.614|0|4|0.559
1MobXMNPi9e1onV0ElsPEj|Be Somebody (feat. Kiiara)|77AiFEVeAVj2ORpC85QVJs|Steve Aoki|4uqogivxoleLuw9C13Yb54|Be Somebody (feat. Kiiara)|14|0.698|0.875|0.0823|1.93e-06|115.011|0.00557|198281|11|0.0618|-4.665|1|4|0.39
4S4Mfvv03M1cHgIOJcbUCL|In My Room|2h93pZq0e7k5yf4dywlkpM|Frank Ocean|71VX8yv9T2hNIYVZJVUWVp|In My Room|81|0.861|0.647|0.0675|0.661|158.037|0.594|133680|7|0.114|-7.425|1|4|0.67
6QTPacyXkZWG9FMwq6L1hJ|Love You For A Long Time|4NZvixzsSefsNiIqXn0NDe|Maggie Rogers|47SKepdJ0B5cquxtKrgFUI|Love You For A Long Time|71|0.707|0.67|0.0323|0.00283|112.993|0.164|223120|9|0.109|-6.137|1|4|0.822
3tWa5qmAJ2OsHV6KxNZBxc|Groupie Love (feat. A$AP Rocky)|00FQb4jTyendYWaN8pK0wa|Lana Del Rey|1nP1BEciW2qIlkg4bz97nD|Lust For Life|0|0.347|0.594|0.0423|1.91e-06|175.944|0.111|264038|9|0.11|-7.33|1|4|0.163
4hExiZDbGdegofpEc9t0Fu|Bottiglie Privè|23TFHmajVfBtlRx5MXqgoz|Sfera Ebbasta|59znAGeM6NNmzTkkV6MHrT|Famoso|0|0.669|0.618|0.0487|0.0|144.905|0.0908|189868|5|0.0934|-7.021|0|4|0.206
0NmyHZZMfVBiUSOfDmz9Bf|La ragazza con il cuore di latta|5iot8OPcosJN9nCl7I5SdK|Irama|3zV92qqfkqOO30bMkyoiKE|Giovani per sempre|56|0.612|0.687|0.182|0.0|99.939|0.279|222101|0|0.209|-7.093|1|4|0.305
2lCkncy6bIB0LTMT7kvrD1|Azul|1vyhD5VmyZ7KMfW5gqLgo5|J Balvin|2mX8ktJoWvyidWBU9U8Jis|Colores|77|0.843|0.836|0.0695|0.00138|94.018|0.0816|205933|11|0.0532|-2.474|0|4|0.65
193Dm5SqYy3hTSbuzxbwKc|Writer In The Dark|163tK9Wjr9P9DmM0AVK7lm|Lorde|2B87zXm9bOWvAJdkJBTpzF|Melodrama|72|0.325|0.271|0.0418|0.0|71.855|0.73|216611|7|0.301|-8.069|1|4|0.279
4mdlehe2znCTAzlFhrOa09|Chamo Teu Vulgo Malvadão|6Ka3TKKRqhWwbmuxjhrmo6|mc jhenny|1UFSko3MbHV1QOsUQBHQGE|Chamo Teu Vulgo Malvadão|68|0.949|0.62|0.331|4.74e-05|129.869|0.171|118308|4|0.11|-2.891|1|4|0.76
1oc3jna2ablnfIKLYbKujl|If You're Over Me|5vBSrE1xujD2FXYRarbAXc|Years & Years|50ztaMltoS9mN9fm8R3zcW|Palo Santo (Deluxe)|0|0.67|0.853|0.0884|0.0|103.843|0.0622|189000|8|0.0602|-4.515|1|4|0.615
4CvId64YZSB0RfRdfzPIQU|So What|3Nrfpe0tUJi4K4DXYWgMUX|BTS|2jJfnAZE6IG3oYnUv2eCj4|Love Yourself 轉 'Tear'|34|0.656|0.883|0.0737|0.0|129.947|0.0238|281521|9|0.0481|-4.294|0|4|0.46
6DUdDIRgLqCGq1DwkNWQTN|Borro Cassette|1r4hJ1h58CWwUQe3MxPuau|Maluma|3PomvFR694SrCSZzDWMWV7|Pretty Boy, Dirty Boy|76|0.73|0.701|0.106|0.0|175.95|0.132|207307|5|0.151|-5.885|0|4|0.785
7a53HqqArd4b9NF4XAmlbI|Kings & Queens|4npEfmQ6YuiwW1GpUmaq3F|Ava Max|26c7MmQ4w8EAvVLb4jilaM|Heaven & Hell|84|0.637|0.69|0.0405|0.0|129.857|0.00786|162399|1|0.124|-4.057|0|4|0.457
7lAK3oHbfEnvUQWosrMMpR|YOSEMITE|0Y5tJX1MQlPlqiwlOH1tJY|Travis Scott|41GuZcammIkupMPKH2OJ6I|ASTROWORLD|76|0.785|0.554|0.0409|3.4e-06|128.047|0.283|150043|0|0.116|-6.571|1|4|0.144
2KcNrONbZ0hvBPjvrDO2tx|ALMAS GEMELAS|7iK8PXO48WeuP03g8YR51W|Myke Towers|3DcHy54Up1gEXKXbsv8xeT|ALMAS GEMELAS|82|0.793|0.745|0.0571|0.000189|94.979|0.182|235411|7|0.293|-4.579|1|4|0.716
10GJQkjRJcZhGTLagFOC62|Most Girls|5p7f24Rk5HkUZsaS3BLG5F|Hailee Steinfeld|4w5LxfyoOPHkGJZrco1UT5|Most Girls|76|0.756|0.572|0.0763|0.0|102.986|0.0478|204400|9|0.0853|-7.019|1|4|0.417
2H1liABu20HXBOmbt5SQz1|Ciumeira - Ao Vivo|1yR65psqiazQpeM79CcGh8|Marília Mendonça|2fmve1LNp6I353I4kTeceY|Ciumeira (ao Vivo)|0|0.741|0.813|0.0452|0.0|123.842|0.204|190084|11|0.797|-4.83|0|4|0.765
1w2OwBeojIZI8hTI5WkMkV|MOWGLI II|3NH8t45zOTqzlZgBvZRjvB|PNL|70JDKgLokd2U0kzbK2WSIP|MOWGLI II|65|0.729|0.533|0.444|4.54e-06|155.999|0.747|225953|9|0.0848|-10.104|0|4|0.422
08SB2OtZkaliju77WYEKxk|No Love (with SZA)|57LYzLEk2LcFghVwuWbcuS|Summer Walker|4lPqFAvgmG97pxyxQsyCQx|Still Over It|82|0.707|0.618|0.19|0.0|133.876|0.17|231498|1|0.293|-5.825|0|4|0.517
0q75NwOoFiARAVp4EXU4Bs|Love Galore (feat. Travis Scott)|7tYKF4w9nC0nq9CsPZTHyP|SZA|76290XdXVF9rPzGdNRWdCh|Ctrl|80|0.795|0.594|0.0748|0.0|135.002|0.112|275080|0|0.162|-6.2|1|4|0.409
74ODGXs4byLTRdnKGM4s6E|Super Far|49tQo2QULno7gxHutgccqF|LANY|2hVTFTbeg9QhXGZAY99oRa|LANY|0|0.754|0.458|0.144|0.0|96.011|0.105|203650|8|0.249|-6.852|1|4|0.495
6ScCr1C4VIFzulq8bP65mj|What Child Is This?/The Holly And The Ivy|6ZjFtWeHP9XN7FeKSUe80S|Bing Crosby|5nn0oYdYM0JOQjSdGDUh5Z|Christmas With Nat, Dean And Bing|0|0.342|0.18|0.0321|0.0064|108.354|0.991|201333|10|0.0987|-15.235|1|3|0.215
2mvabkN1i2gLnGAPUVdwek|Christmas Tree Farm|06HL4z0CvFAxyc27GXpf02|Taylor Swift|5JnnrTE35MQagEnEkFthiF|Christmas Tree Farm|58|0.598|0.68|0.0331|0.0|134.002|0.06|228027|7|0.324|-4.505|1|4|0.437
5dOxHHMOFAbG3VH23t0xNm|Righteous|4MCBfE4596Uoi2O4DtmEMz|Juice WRLD|6n9DKpOxwifT5hOXtgLZSL|Legends Never Die|80|0.706|0.625|0.0314|0.0|142.948|0.0417|242181|0|0.129|-7.426|1|4|0.225
3DKpA54hrFIdPN6AtL9HXa|I'll Never Love Again - Film Version - Radio Edit|1HY2Jd0NmPuamShAr6KMms|Lady Gaga|3edjzMAVB9RYRd4UcZBchx|A Star Is Born Soundtrack (Without Dialogue)|67|0.45|0.335|0.0298|1.25e-06|109.908|0.785|281235|7|0.0979|-7.464|1|4|0.25
08dz3ygXyFur6bL7Au8u8J|Over|699OTQXzgjhIYAHMy9RyPD|Playboi Carti|2QRedhP5RmKJiJ1i8VgDGR|Whole Lotta Red|70|0.622|0.946|0.0534|0.0|130.07|0.044|166234|7|0.0838|-3.593|0|4|0.336
6cS9PmLky2NhLOhpIsUlow|Gnat|7dGJo4pcD2V6oG8kP0tJRR|Eminem|3MKvhQoFSrR2PrxXXBHe9B|Music To Be Murdered By - Side B (Deluxe Edition)|73|0.835|0.869|0.27|0.0|140.945|0.248|224656|10|0.462|-4.582|0|4|0.82
43lYaovU2FoeuBMNusVVVW|10 Freaky Girls (with 21 Savage)|0iEtIxbK0KxaSlF7G42ZOp|Metro Boomin|1zNr37qd3iZJ899byrTkcj|NOT ALL HEROES WEAR CAPES|0|0.81|0.353|0.31|0.0|88.031|0.588|208293|6|0.102|-9.931|0|4|0.0727
5YeHLHDdQ4nKHk81XFWhCU|successful|66CXWjxzNUsdJxJ2JdwvnR|Ariana Grande|3tx8gQqWbGwqIGZHqDNrGe|Sweetener|69|0.847|0.603|0.0397|7.4e-06|114.045|0.107|227387|0|0.106|-4.607|0|4|0.735
214nt20w5wOxJnY462klLw|Miss Americana & The Heartbreak Prince|06HL4z0CvFAxyc27GXpf02|Taylor Swift|1NAmidJlEaVgA3MpcPFYGq|Lover|72|0.662|0.747|0.0736|0.00615|150.088|0.028|234147|11|0.138|-6.926|0|4|0.487
18O00Y7yrkJ0pRXm1n21Og|Eleven (feat. Summer Walker)|6LuN9FCkKOj5PcnpouEgny|Khalid|27JROxwlU2KnOg1Kgp8Wak|Eleven (feat. Summer Walker)|70|0.679|0.408|0.0882|0.00455|129.079|0.133|206080|4|0.23|-9.754|0|4|0.151
5R2rsbwCDXORX2tLfprRmM|Yacht Club (feat. Juice WRLD)|6icQOAFXDZKsumw3YXyusw|Lil Yachty|4qplno3lbet8WvuTGdDG3T|Nuthin' 2 Prove|75|0.721|0.508|0.394|0.0|159.911|0.317|166343|7|0.153|-7.496|1|4|0.457
5xIODxqlpUnRVA9ewZUCug|Harami|6h1s4i4XKIYv4ErDelLDN0|Samra|1Co5X5Scq3o8pImvrsBp5T|Harami|55|0.645|0.774|0.344|0.0|86.692|0.236|182522|6|0.128|-4.839|0|4|0.635
5fROvzNghPid8mbKNDYvpJ|YO VISTO ASÍ|4q3ewBCX7sLwd24euuV69X|Bad Bunny|2d9BCZeAAhiZWPpbX9aPCW|EL ÚLTIMO TOUR DEL MUNDO|77|0.688|0.881|0.0474|0.0|123.013|0.0947|191526|7|0.0804|-4.889|0|4|0.677
7FdUvDkaE24o3FPIWTvzv2|Follow You|53XhwfbYqKCa1cC15pYq2q|Imagine Dragons|1nz0PWfAcTQVbFtpU6u1UY|Follow You / Cutthroat|77|0.542|0.732|0.0521|7.92e-05|124.912|0.00209|175644|9|0.496|-5.956|1|4|0.489
1YHT1FZv5t3ZFLsVPuy6Rq|My My My!|3WGpXCj9YhhfX11TToZcXP|Troye Sivan|1OyADPvYTlmT5hV0mtxLAY|Bloom|0|0.701|0.458|0.0836|0.000151|102.967|0.00407|204727|1|0.045|-7.749|1|4|0.482
2EhJijFUs0WUmNClDBpYJq|Make It Back|4MCBfE4596Uoi2O4DtmEMz|Juice WRLD|6P9PZjWXoCRF5b66BafPKY|Future & Juice WRLD Present... WRLD ON DRUGS|66|0.75|0.387|0.487|0.0|143.019|0.122|102560|1|0.0993|-10.123|0|4|0.739
0TlLq3lA83rQOYtrqBqSct|Nonstop|3TVXtAsR1Inumwj472S9r4|Drake|1ATL5GLyefJaxhQzSPVrLX|Scorpion|81|0.912|0.412|0.123|0.0126|154.983|0.0165|238614|7|0.104|-8.074|1|4|0.423
680qLWCMRfR6evrNNBCE9e|MLK Interlude|1uNFoZAHBGtllmzznpCI3s|Justin Bieber|5dGWwsZ9iB2Xc3UKR0gif2|Justice|60|0.649|0.429|0.468|0.0|100.389|0.386|104008|10|0.311|-8.428|0|3|0.426
5ZSIExfQuVv69tw5Qw3yDl|break da law|1URnnhqYAYcrqrcwql10ft|21 Savage|007DWn799UWvfY1wwZeENR|i am > i was|58|0.904|0.575|0.346|0.0|141.037|0.0493|177748|1|0.256|-7.823|1|4|0.359
3zesxb7sOGbeSwUrzLUP0f|Palace|2wY79sveU1sp5g7SokKOiI|Sam Smith|3TJz2UBNYJtlEly0sPeNrQ|The Thrill Of It All (Special Edition)|57|0.345|0.193|0.0328|4.2e-06|77.547|0.74|187157|6|0.117|-10.236|0|4|0.268
5vGLcdRuSbUhD8ScwsGSdA|Whoopty|7arQA31aZVS8yS6zUveWzb|CJ|5oBYG6dEI2Er6EeLnmonGE|Whoopty|80|0.719|0.648|0.125|0.0|140.201|0.2|123263|3|0.127|-7.6|0|4|0.66
7IPKXYU2rTMnrLW5IZ7ZI5|Verdansk|6Ip8FS7vWT1uKkJSweANQK|Dave|6HwzIlrCDq3WF9vMq8meqG|We're All Alone In This Together|77|0.961|0.502|0.312|0.0|117.078|0.28|182285|2|0.145|-8.605|1|4|0.536
07MDkzWARZaLEdKxo6yArG|Meet Me At Our Spot|64H8UqGLbJFHwKtGxiV8OP|THE ANXIETY|2kZyqn4Cmr78D74K9TcO4K|THE ANXIETY|88|0.773|0.47|0.0299|0.000193|94.995|0.0153|162680|2|0.0851|-7.93|1|4|0.399
5QO79kh1waicV47BqGRL3g|Save Your Tears|1Xyo4u8uXC1ZmMpatF05PJ|The Weeknd|4yP0hdKOZPNshxUOjY0cZj|After Hours|91|0.68|0.826|0.0309|1.24e-05|118.051|0.0212|215627|0|0.543|-5.487|1|4|0.644
0uI7yAKUf52Cn7y3sYyjiX|3 Nights|6USv9qhCn6zfxlBQIYJ9qs|Dominic Fike|05jbNkYoEQdjVDHEHtg1gY|Don't Forget About Me, Demos|76|0.815|0.518|0.0897|0.0|151.891|0.223|177667|7|0.104|-6.594|0|4|0.877
1p1SbqeipOd4ezKUpxqaz6|Baby, You Make Me Crazy|2wY79sveU1sp5g7SokKOiI|Sam Smith|3TJz2UBNYJtlEly0sPeNrQ|The Thrill Of It All (Special Edition)|59|0.513|0.648|0.0994|4.87e-05|169.743|0.00739|207966|5|0.176|-7.714|0|4|0.497
7cW1wHpSLYgKWzoWlOCPFJ|Global|5f7VJjfbwm532GiveGC0ZK|Lil Baby|4iF44RCCybJtkBkMoqrLW2|Street Gossip|57|0.672|0.565|0.441|0.0|163.827|0.106|169826|1|0.113|-6.504|1|4|0.313
7zTx8ePYAmPFQuxP3xlXZn|Light|0jNDKefhfSbLR9sFvcPLHo|San Holo|1ryx7dR65CbJgeJys4gFiL|Light (Remixes) - EP|0|0.57|0.763|0.0573|2.49e-06|150.088|0.0857|239853|1|0.0932|-4.137|1|4|0.43
4jAIqgrPjKLTY9Gbez25Qb|Lights Up|6KImCVD70vtIoJWnq6nGn3|Harry Styles|7xV2TzoaVc0ycW7fwBwAml|Fine Line|80|0.575|0.621|0.032|0.0045|101.987|0.0392|172213|10|0.141|-8.165|0|4|0.27
2d3WpbJFBND2vwMJyULdfU|Kein Plan|2Im8m4STDBosjfmb5hmP80|Loredana|0m9pMIOYMHxRj6E9IRFacP|KING LORI|50|0.878|0.699|0.0464|0.00219|102.01|0.0689|155018|0|0.0753|-5.035|0|4|0.78
