track_uri|track_name|artist_uri|artist_name
0ct6r3EGTcMLPtrXHDvVjc|The Nights|1vCWHaC5f2uS3yhpwWbIA6|Avicii
0qp8MuZNKelOGTK2HPlXBA|Kids Turned Out Fine|13ubrt8QOOCPljQ2FL1Kca|A$AP Rocky
4T3fNx3CgwDRRYgmFCbD4J|Better|6LuN9FCkKOj5PcnpouEgny|Khalid
3vgNmjuRDnGLxUFGCLkwpm|Light My Body Up (feat. Nicki Minaj & Lil Wayne)|1Cs0zKBU1kc0i8ypK3B9ai|David Guetta
50ZC4PM7hywH27RcCfViau|Elegí (feat. Dímelo Flow)|1mcTU81TzQhprhouKaTkpq|Rauw Alejandro
3nkW3TPQjBip1lER4h78NX|papercuts|6TIYQ3jFPwQSRmorSezPxX|Machine Gun Kelly
2riK2ngTJvk4gk71b3Hem4|KEKE|7gZfnEnfiaHzxARJ2LeXrf|6ix9ine
4saHEjXw7O1NXJOzBkUKKG|Está Cabrón Ser Yo|4q3ewBCX7sLwd24euuV69X|Bad Bunny
06s3QtMJVXw1AJX3UfvZG1|Hasta Que Dios Diga|2R21vXR83lH98kGeO99Y66|Anuel AA
4JE6agBLHGA5TaF6FlqfBD|As the World Caves In|12j6dJrPXanCBwY599pZxf|Matt Maltese
4fgV3PU9JBlpJu0w4Yhr76|Hops|5wyWp867LWGjFmYZXVSFnZ|MERO
6kxErsVgalFeBlxRfHCuUv|BLESSED (feat. Capital Bra)|3utZ2yeQk0Z3BCOBWP7Vlu|CRO
3X7H1FAiWAW937WvsFeMhe|One Too Many|0u2FHSq3ln94y5Q57xazwf|Keith Urban
4uoumbAMEMaKdtiv763jKz|TG4M|1Xylc3o4UrD53lo9CvFvVg|Zara Larsson
4TgxFMOn5yoESW6zCidCXL|Savage Love (Laxed – Siren Beat) [BTS Remix]|56mfhUDKa1vec6rSLZV5Eg|Jawsh 685
0KPiSFlz5OUCgw7nwvhYWe|Only You (feat. WizKid, Offset & J Balvin)|0iEtIxbK0KxaSlF7G42ZOp|Metro Boomin
4vKltMFviBKMdhYu3FDLY0|Machika|1vyhD5VmyZ7KMfW5gqLgo5|J Balvin
4KDNRh9Oor80z3XIxdWlui|Bubbly (with Drake & Travis Scott)|50co4Is1HCEo8bhOyUWKpn|Young Thug
2c7GlMNmF7pbohjykutmLP|Thunderclouds|5WUlDfRSoLAfcVSX1WnrxN|Sia
5fbHRCsGpFIOLRtlhCRFDR|LEMONHEAD (feat. 42 Dugg)|4V8LLVI7PbaPR0K2TGSxFF|Tyler, The Creator
6fMzgFFGzWCwiHMzDzNpp5|Lets Link|5KYEMMz9O9iLIESifKAEOp|WhoHeem
6K2anECyrckidwf5wxS78Q|NBAYOUNGBOAT|6icQOAFXDZKsumw3YXyusw|Lil Yachty
52i143Ph5c3RQaQFBXWix1|Word On The Street|5f7VJjfbwm532GiveGC0ZK|Lil Baby
2AuWgceaQyfMoI3EGavwGb|No Me Ame|1fctva4kpRbg2k3v7kwRuS|Rvssian
6RWa3fCOR5QQrQ9A3Wd3KR|MoshPit (feat. Juice WRLD)|46SHBwWsqBkxI7EeeBEQG7|Kodak Black
3qk4wRMDlaeagZGjSYbsOV|Sober|02kJSzxNuaWGqwubyUba0Z|G-Eazy
0G9rmRmQDFk9O2tzZLyRkc|Emoji A Chain|6oMuImdp5ZcFhWP0ESe6mG|Migos
5xEWiG0ug0rOymOjlzSGzx|Twisted (feat. Logic & A$AP Rocky)|6vXTefBL93Dj5IqAWq6OTv|French Montana
6V1lWr7s8CO5VkxXe4hBtg|PEPPERMINT|3CJKkU0XuElRT1z8rEtIYg|Luciano
20MuVazoNMv6xjKPnRFOxG|WAKE UP|0Y5tJX1MQlPlqiwlOH1tJY|Travis Scott
7FJ7lHtpbWvPKe3zCoeAWC|Kansas|3AA28KZvwAUcZuOKwyblJQ|Gorillaz
7hav1MHURQf5SAoPk0egqh|Baby Pluto|4O15NlyKLIASxsJ0PrXPfz|Lil Uzi Vert
5zNW5ARjYhJQJz1AChP33n|Thot Shit|181bsRPaVXVlUKXrxwZfHK|Megan Thee Stallion
1GkHyypTFkUf0QQKwYoXH4|You (with Marshmello & Vance Joy)|5CiGnKThu5ctn9pBxv7DGa|benny blanco
1qrpoAMXodY6895hGKoUpA|You Belong With Me (Taylor’s Version)|06HL4z0CvFAxyc27GXpf02|Taylor Swift
2tnlNVAhuQGgoFJxALVeXx|Uptown Vibes (feat. Fabolous & Anuel AA)|20sxb77xiYeusSH8cVdatc|Meek Mill
5cpJFiNwYyWwFLH0V6B3N8|Del Mar|1i8SpTcr7yvPOmcqrbnVXY|Ozuna
01I9AEz658sQnQzCL3K3QG|HOES UP G'S DOWN|0JBdTCGs111JKKYfLqOEBa|Shirin David
0FlfN5cbUUpIHCRH8X1M44|t h e . c l i m b . b a c k|6l3HvQ5sa6mXTsMTB19rO5|J. Cole
2jYmK1cb3Uya6FFsocdpzO|Why|74KM79TiuVKeVCqs8QtB0B|Sabrina Carpenter
1wGYcpJZ59rePkNu4zHmLu|CALLDROPS (feat. Kodak Black)|13ubrt8QOOCPljQ2FL1Kca|A$AP Rocky
4O3RwH1TFG1EjPezLIYehI|Life's A Mess II (with Clever & Post Malone)|4MCBfE4596Uoi2O4DtmEMz|Juice WRLD
4Wjhj0WjkyECccfHVIgaTq|Trust Issues|3TVXtAsR1Inumwj472S9r4|Drake
0w6lsLBvhtGcqMYA7MB7r6|La Quête|4FpJcNgOvIpSBeJgRg3OfN|Orelsan
0lG7iyNSstVOLV6faMIHdD|6 Summers|3jK9MiCrA42lLAdMGUZpwa|Anderson .Paak
1R0a2iXumgCiFb7HEZ7gUE|Don’t Blame Me|06HL4z0CvFAxyc27GXpf02|Taylor Swift
7kDUspsoYfLkWnZR7qwHZl|my ex's best friend (with blackbear)|6TIYQ3jFPwQSRmorSezPxX|Machine Gun Kelly
0PowxVSTY2uh1CPc8EPKyX|Project Dreams|64KEffDW9EtZ1y2vBYgq8T|Marshmello
3EG9FJ0ToLfgnc1IG2Z1wz|SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues)|4V8LLVI7PbaPR0K2TGSxFF|Tyler, The Creator
0WCEaydwN65cvwaW8aqptF|History|188VINPQh5dyNfLUkevKqf|Olivia Holt
7d8GetOsjbxYnlo6Y9e5Kw|Mr. Brightside|0C0XlULifJtAgn6ZNCW2eu|The Killers
1aoIbIxOlTOgH9nyiJvFPz|Bring Me Love|5y2Xq6xcjJb2jVM54GHK3t|John Legend
0ZN72tCEgbwPXEtj6TPMxK|Still Ballin (feat. Wiz Khalifa)|4xRYI6VqpkE3UwrDrAZL8L|Logic
4dTiQezDWmEOWcdCbWVWMp|Numb Numb Juice|5IcR3N7QB1j6KBL8eImZ8m|ScHoolboy Q
5tFep7dXGd7vEJ668wTPux|Both (feat. Drake)|13y7CgLHjMVRMDqxdx0Xdo|Gucci Mane
7fODjB7BrQTGqh0hogW6XD|Que Mas Pues - Remix|77ziqFxp5gaInVrF2lj4ht|Sech
7EulRO07ZgchxqKUHb8Pvc|1985 - Intro to “The Fall Off”|6l3HvQ5sa6mXTsMTB19rO5|J. Cole
5vqJLLFlnmCaui7Ng7YAn1|OVER YOU|2tIP7SsRs7vjIcLrU85W8J|The Kid LAROI
6WbADFqMvR8N5u0BvtsWQE|Without You (feat. Sandro Cavazza)|1vCWHaC5f2uS3yhpwWbIA6|Avicii
7nWui6jiMM2m9qFmET1Mtj|Ronan (Taylor's Version)|06HL4z0CvFAxyc27GXpf02|Taylor Swift
0C7RxcoJUdt0EDtQLuOFc6|Strangers|26VFTg2z8YR0cCuwLzESi2|Halsey
6nI74KsH94IN0J2vp5shdT|Bedtime Stories (feat. The Weeknd) - From SR3MM|7iZtZyCzp3LItcw1wtPI3D|Rae Sremmurd
2vXKRlJBXyOcvZYTdNeckS|Lost in the Fire (feat. The Weeknd)|3hteYQFiMFbJY7wS0xDymP|Gesaffelstein
0VTfHLWzaUUb2Lbw84xOdX|Walk Em Down (feat. Roddy Ricch)|0ErzCpIMyLcjPiwT4elrtZ|NLE Choppa
5tz69p7tJuGPeMGwNTxYuV|1-800-273-8255|4xRYI6VqpkE3UwrDrAZL8L|Logic
1k1CJlU1eAEpAbNK0TVeKD|Que Mas Pues - Remix|77ziqFxp5gaInVrF2lj4ht|Sech
2eAZfqOm4EnOF9VvN50Tyc|The Way Life Goes (feat. Oh Wonder)|4O15NlyKLIASxsJ0PrXPfz|Lil Uzi Vert
0Dq49j3dELbttQVUJbtn0c|Nervous|7n2wHs1TKAczGzO7Dd2rGr|Shawn Mendes
2hgk8iKN9UdoM4ILlJ9F5N|Love Her|7gOdHgIoIKoe4i9Tta6qdD|Jonas Brothers
51ChrwmUPDJvedPQnIU8Ls|Dive|6eUKZXaKkcviH0Ku9w2n3V|Ed Sheeran
7bRRHQelMfrP86QYQlCsAq|BILLY|7gZfnEnfiaHzxARJ2LeXrf|6ix9ine
3tcoEYOZUHKB3RKNByIN13|For Real|4O15NlyKLIASxsJ0PrXPfz|Lil Uzi Vert
5KHzV8Gf3aweIMImliFAOs|Happy Xmas (War Is Over) (feat. Sean Ono Lennon)|5YGY8feqx7naU7z4HrwZM6|Miley Cyrus
0LfMuWu6FKNSDHEoxHu9iK|m12ano - feat. Mara Sattei|19i93sA0D7yS9dYoVNBqAA|tha Supreme
77sMIMlNaSURUAXq5coCxE|Fearless (Taylor’s Version)|06HL4z0CvFAxyc27GXpf02|Taylor Swift
3bHKTyjnhkhCOpTDYTMZmN|We are Bulletproof : the Eternal|3Nrfpe0tUJi4K4DXYWgMUX|BTS
59nbIJxGb1qkrzbtTomZkL|Boyz (feat. Nicki Minaj)|73KwqWuob0R53I14Vs56p9|Jesy Nelson
26jYPsHHSOxCTz4cLt6SbQ|FEEFA|7gZfnEnfiaHzxARJ2LeXrf|6ix9ine
58H8cWvvaFLFg2g7SdOO44|What You See (feat. Justin Bieber)|6oMuImdp5ZcFhWP0ESe6mG|Migos
0Z0kNthq0sS4lvGz9SSlBF|7 Summers|4oUHIQIBe0LHzYfvXNW4QM|Morgan Wallen
6Ju28M6P8Y8sLjBgWjyUUD|Hunger|1moxjboGR7GNWYIMWsRjgG|Florence + The Machine
4j30n3zuJQJ5qGA6rSTaST|Too Gone (feat. Khalid)|1pPmIToKXyGdsCF6LmqLmI|Rich The Kid
3bidbhpOYeV4knp8AIu8Xn|Can't Hold Us (feat. Ray Dalton)|5BcAKTbp20cv7tC5VqPFoC|Macklemore & Ryan Lewis
5ri4zqtWhG07hIuNNDWP76|Fly Away|2NjfBq1NflQcKSeiDooVjY|Tones And I
3hR48Bj9Wgl6xunDG4nsRZ|Leader Of The Delinquents|0fA0VVWsXO9YnASrzqfmYu|Kid Cudi
7FCfMXYTIiQ9b4hDYs4Iol|Be the One|6M2wZ9GZgrQXHCFfjv46we|Dua Lipa
68r3esIMdWpIeZqWZQDnfY|Burnin' Up|7gOdHgIoIKoe4i9Tta6qdD|Jonas Brothers
7abpmGpF7PGep2rDU68GBR|Tuesday|4ON1ruy5ijE7ZPQthbrkgI|Burak Yeter
4fSZ0TgFfg4wMqekZBWMpe|Imitadora|5lwmRuXgjX8xIwlnauTZIP|Romeo Santos
1fah1uAs7HeTYDlNftKr3K|Put Your Records On|7MPGCB854Qo4alYMOPkBka|Ritt Momney
3j84U36KvLeXNDPv4t5pI8|Pure Water (with Migos)|0YinUQ50QDB7ZxSCLyQ40k|Mustard
5H7CwzYZ60e7w69tX4ivQN|Shape of You - Galantis Remix|6eUKZXaKkcviH0Ku9w2n3V|Ed Sheeran
3Hh0ZcGIqIkSiJVZGLcVLx|YOSHI (feat. Fabri Fibra) - prod. Strage|7Do8se3ZoaVqUt3woqqSrD|MACHETE
3PfIrDoz19wz7qK7tYeu62|Don't Start Now|6M2wZ9GZgrQXHCFfjv46we|Dua Lipa
7DQXiMeLqiQsy1uqHSk0xc|Reminding Me|7blkMNJv8n9ceP9zlA4W2U|Shawn Hook
2KvHC9z14GSl4YpkNMX384|Do Not Disturb|3TVXtAsR1Inumwj472S9r4|Drake
5QskYLFPX9y7pLU0VEMNbr|Like To Be You feat. Julia Michaels|7n2wHs1TKAczGzO7Dd2rGr|Shawn Mendes
7yBbV2k2S2uhaQc24NF2xt|Stupid Love|1HY2Jd0NmPuamShAr6KMms|Lady Gaga
1Eck97uRMlprKOOJN9oO1E|Good Life (with G-Eazy & Kehlani)|02kJSzxNuaWGqwubyUba0Z|G-Eazy
4OwhwvKESFtuu06dTgct7i|Tiroteo - Remix|5FQ8tBUtIamA2hRtatrYUF|Marc Seguí
6416zJN0FGPmh1Ph4BH2h3|KEIN SCHLAF|3ZuBEj9ppJe8GSdKaMTfMN|Nimo
7MtVPRGtZl6rPjMfLoI3Lh|Fuck it I love you|00FQb4jTyendYWaN8pK0wa|Lana Del Rey
5BDP2tky8oMQJPS33frKVp|Un Año|07YUOmWljBTXwIseAUd9TW|Sebastian Yatra
5EbtodsuLbxrFDH6j5avVS|El Mismo Aire - con Pablo Alborán|28gNT5KBp7IjEOQoevXf9N|Camilo
3ydI3CesHBnaY01Qff9jOr|Choker|3YQKmKGau1PzlVlkL1iodx|Twenty One Pilots
5xMzazov0IHYllrc8U2K6F|Ni Tú Ni Yo (feat. Gente de Zona)|2DlGxzQSjYe5N6G9nkYghR|Jennifer Lopez
6JnRLa50GuHzF0ucg9AGMI|Wild Love|4EzkuveR9pLvDVFNx6foYD|James Bay
6Z4rmc0uujCpl8yXe3yjgI|Whip (feat. Travis Scott)|17lzZA2AlOHwCwFALHttmp|2 Chainz
7oqftogUN82Q7VNy2TmTJW|MOOD 4 EVA (feat. Oumou Sangaré)|6vWDO969PvNqNYHIOW5v0m|Beyoncé
01QhKtUc12FGw2wX7dMYvv|LOCO - English Ver.|2KC9Qb60EaY0kW4eH68vr3|ITZY
5J1c3M4EldCfNxXwrwt8mT|Traicionera|07YUOmWljBTXwIseAUd9TW|Sebastian Yatra
79jX8RM5CgPqDKdGEKNW9K|In My Blood|7n2wHs1TKAczGzO7Dd2rGr|Shawn Mendes
0jNFDcGAXPs5ahngmD5R6n|XSCAPE|4Gso3d4CscCijv0lmajZWs|Don Toliver
0wQy2OO7jKjm0OOmA7gv3f|Thriller - 2003 Edit|3fMbdgg4jU18AjLCKBhRSm|Michael Jackson
0PwFN7vRvY80Hnkoew2x3f|2/Catorce|1mcTU81TzQhprhouKaTkpq|Rauw Alejandro
0E9ZjEAyAwOXZ7wJC0PD33|In My Mind|3v6Ji4uoWtKRkhuDUaxi9n|Dynoro
5XsAal7ZcWg1I5T4NcRjkv|Halley's Comet|6qqNVTkY8uBg9cP3Jd7DAH|Billie Eilish
2ShRJbppDksFugwquBFyjx|Space Legend|4ohRzp7ZzPQi3PzCiBrDAm|Porky Slim
3BDxv4ORzOpXAsa4lWVl4i|(Fuck A) Silver Lining|20JZFwl6HVl6yg8a4H3ZqK|Panic! At The Disco
78SCmQ8A7KQSMdkem2SwBP|MAMMAMIA|0lAWpj5szCSwM4rUMHYmrr|Måneskin
6JSryEdVJTZq6YBn3wK2sn|Arrows|7jy3rLJdDQY21OgRLCZ9sD|Foo Fighters
2txofPPP3lkiNLTUUHeJHS|Easier|5Rl15oVamLq7FbSb0NNBNy|5 Seconds of Summer
4CYTQpr2jc4uBScYvpEK2w|Beno!|699OTQXzgjhIYAHMy9RyPD|Playboi Carti
0Xh6R6XLoTDRBYriQRgkHj|Memories (feat. Kid Cudi)|1Cs0zKBU1kc0i8ypK3B9ai|David Guetta
25B5fGr9K0VdZJiRFsnMO4|Celebration Station|4O15NlyKLIASxsJ0PrXPfz|Lil Uzi Vert
01QdEx6kFr78ZejhQtWR5m|Forever & Always (Piano Version) (Taylor’s Version)|06HL4z0CvFAxyc27GXpf02|Taylor Swift
01DOm09B2AbiTARAbXVI6g|CHopstix (with Travis Scott)|5IcR3N7QB1j6KBL8eImZ8m|ScHoolboy Q
2eAvDnpXP5W0cVtiI0PUxV|Dandelions|2WzaAvm2bBCf4pEhyuDgCY|Ruth B.
6wmAHw1szh5RCKSRjiXhPe|How Long|6VuMaDnrHyPL1p4EHjYLi7|Charlie Puth
1OC16r1BdQO6hK2iqmvwXF|Keep An Eye On Dan|0LcJLqbBmaGUft1e9Mm8HV|ABBA
2gQPv5jvVPqU2a9HhMNO1v|Toxic|1Cd373x8qzC7SNUg5IToqp|BoyWithUke
1zi7xx7UVEFkmKfv06H8x0|One Dance|3TVXtAsR1Inumwj472S9r4|Drake
6XAdcAseYtijN0QUnQFsH2|Sleigh Ride (with Percy Faith & His Orchestra)|21LGsW7bziR4Ledx7WZ1Wf|Johnny Mathis
1tUF7dEhqmV2Z1pTsGAGnD|SYGL (feat. Shindy)|3utZ2yeQk0Z3BCOBWP7Vlu|CRO
1tlBuoIRrtqFs9bE9dmli5|Extra Luv (feat. YG)|1RyvyyTE3xzB2ZywiAwp0i|Future
2OvV4NjEBRE9v8Oo7QeUCq|Jump (with Trippie Redd)|0ZED1XzwlLHW4ZaG4lOT6m|Julia Michaels
76cy1WJvNGJTj78UqeA5zr|IDGAF|6M2wZ9GZgrQXHCFfjv46we|Dua Lipa
4NmOJQxl9UZItUQQtMDYBb|The Truth|23fqKkggKUBHNkbKtXEls4|Kygo
0YammaEkYSeo9vQYZ1OwS6|Say My Name|1Cs0zKBU1kc0i8ypK3B9ai|David Guetta
4BP3uh0hFLFRb5cjsgLqDh|Fortunate Son|3IYUhFvPQItj6xySrBmZkd|Creedence Clearwater Revival
2zjEMw9kkROEbAxIXk6Ivp|Shadow of the Day|6XyY86QOPPrYVGvF9ch6wz|Linkin Park
5SwEgzUFDHwpWHKrbnP32Z|Youth feat. Khalid|7n2wHs1TKAczGzO7Dd2rGr|Shawn Mendes
60xaS8mYBKUW4VQQ666N0T|All Night (feat. Knox Fortune)|1anyVhU62p31KFi8MEzkbf|Chance the Rapper
7z4xW9WY86uH3gd1V9pfCM|JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams)|4V8LLVI7PbaPR0K2TGSxFF|Tyler, The Creator
3XoflnowYPFRPOh3uFvHcm|Selfish Love (with Selena Gomez)|540vIaP2JwjQb9dm3aArA4|DJ Snake
2K4XbdyLxi9jhqVQeyUKRK|Under The Mistletoe|3BmGtnKgCSGYIUhmivXKWX|Kelly Clarkson
14boA065HMHWvqyPPEeN4y|I don’t even speak spanish lol - feat. Rio Santana, Judah, Andrez Babii|15UsOTVnJzReFVN1VCnxy4|XXXTENTACION
32zhF8yXc1lej5EcudJXp7|Back (feat. Lil Yachty)|3wyVrVrFCkukjdVIdirGVY|Lil Pump
4Yq3XUNfWrAPWuB94qkC09|Take What You Want (feat. Ozzy Osbourne & Travis Scott)|246dkjvS1zLTtiykXe5h60|Post Malone
2UVbBKQOdFAekPTRsnkzcf|Stir Fry|6oMuImdp5ZcFhWP0ESe6mG|Migos
3iq9nhbI8fcnNamxMft1uv|Real Friends|4nDoRrQiYLoBzwC5BhVJzF|Camila Cabello
7l9CE3wmEGOUYw1j4ETjnL|Saturnz Barz (feat. Popcaan)|3AA28KZvwAUcZuOKwyblJQ|Gorillaz
093RgZ7RXHZwIrxZhZYX4Q|Tesla (feat. Sfera Ebbasta & DrefGold)|5SulO4l40qDuV9zUGLZx7n|Capo Plaza
26w9NTiE9NGjW1ZvIOd1So|BOOKER T|4q3ewBCX7sLwd24euuV69X|Bad Bunny
0oFqlgK2LJ9eMlpGBCmRvf|Fiebre (feat. Wisin & Yandel)|7slfeZO9LsJbWgpkIoXBUJ|Ricky Martin
152lZdxL1OR0ZMW6KquMif|Location|6LuN9FCkKOj5PcnpouEgny|Khalid
1lxswgIpzV6HhENRvkflES|Chillax (feat. Ky-Mani Marley)|329e4yvIujISKGKz1BZZbO|Farruko
5uHrWZqndnheP1qtYr6xGC|Moonlight|5RmQ8k4l3HZ8JoPb4mNsML|Agust D
19WjVVgXjdKXfLXoaDPwTM|...Ready For It?|06HL4z0CvFAxyc27GXpf02|Taylor Swift
6m2LNopVJKsvBB9l7Z1rwn|Olha a Explosão|1mXAhKnZEdF6rotyyd4GBi|MC Kevinho
6EfBMJQwe2xLgldra6DaYp|YAYA|7gZfnEnfiaHzxARJ2LeXrf|6ix9ine
4dFtIGQBrYjiskk7fN5Wmx|Glittery - From The Kacey Musgraves Christmas Show|70kkdajctXSbqSMJbQO424|Kacey Musgraves
7f1w2rZoIf7g56McEUTh5W|Jail pt 2|5K4W6rqBFWDnAN6FQUkS6x|Kanye West
6NYtLvyThMT0oALFdJFdzq|love language|66CXWjxzNUsdJxJ2JdwvnR|Ariana Grande
1vVNlXi8gf8tZ7OhnEs4VE|A Lie|6vXTefBL93Dj5IqAWq6OTv|French Montana
7KKh0ujp8agIiCrkiJhf81|Jangueo|2R21vXR83lH98kGeO99Y66|Anuel AA
25F6MWrnFBCXVnpN4n76EK|Keanu Reeves|4xRYI6VqpkE3UwrDrAZL8L|Logic
0qXP5fMhxGzxALOkXYUxfP|Loverboy|56OjNTX2bkrdGcB0staUOV|A-Wall
5tmu5pAFHkUSl8Fo8ncyA4|CIVIL WAR - Bonus|1z7b1Pr1rSlvWRzsW3HOrS|Russ
4knc1Fp3kbuq8bH2byOvLu|Índigo|28gNT5KBp7IjEOQoevXf9N|Camilo
1KVczjazCcCCgM3gXXUl47|Roses (with Juice WRLD feat. Brendon Urie)|5CiGnKThu5ctn9pBxv7DGa|benny blanco
0UTyLmkQgPOEIz95OVAJTR|range brothers (with Kendrick Lamar)|5SXuuuRpukkTvsLuUknva1|Baby Keem
2vvdTrdryjsl8DmPIMDWZU|EL BAÑO (feat. Bad Bunny)|7qG3b048QCHVRO5Pv1T5lw|Enrique Iglesias
2Ab1wPTEqulaCGoBak1gUo|Ao Vivo E A Cores|2Z0lRIqr997lIUiPtrpKCr|Matheus & Kauan
50PWlIBU7PlGGwzgN8TiFJ|Million Reasons|1HY2Jd0NmPuamShAr6KMms|Lady Gaga
1luvsaicSpNDRLgOtRZxWO|Constant Bullshit|57LYzLEk2LcFghVwuWbcuS|Summer Walker
62hTXlVQacy3pjBW4ntRPl|1000 Doves|1HY2Jd0NmPuamShAr6KMms|Lady Gaga
7r6LNJT2LqpLpEyZQJPygt|Patek Water (feat. Offset)|1RyvyyTE3xzB2ZywiAwp0i|Future
661bbtA19xopO3lH0J4Qvr|A Violent Noise|3iOvXCl6edW5Um0fXEBRXy|The xx
5ojNTROUJJgCFFbdD3xTZn|Goutte d'eau|6Te49r3A6f5BiIgBRxH7FH|Ninho
6HR1z11h0ROUlWP4Kx8Z7G|Mad Stalkers|1URnnhqYAYcrqrcwql10ft|21 Savage
3KkXRkHbMCARz0aVfEt68P|Sunflower - Spider-Man: Into the Spider-Verse|246dkjvS1zLTtiykXe5h60|Post Malone
1f38Gx6xQz6r4H1jGVNBJo|Loco Contigo (with J. Balvin & Tyga)|540vIaP2JwjQb9dm3aArA4|DJ Snake
2XXMDz7SPZ4mSFN1PXfHUy|Cuando Te Besé|4obzFoKoKRHIphyHzJ35G3|Becky G
0bi1T5Y9aXT4JAOOU2NLcV|Redemption Interlude|3qBKjEOanahMxlRojwCzhI|Zacari
2ZDRkJrKbceJRgLKkuex14|4 Da Kidz|0fA0VVWsXO9YnASrzqfmYu|Kid Cudi
4ydmav4vl7hebadtfZtMrg|SIR BAUDELAIRE (feat. DJ Drama)|4V8LLVI7PbaPR0K2TGSxFF|Tyler, The Creator
6J7ZSdEEYo3ns4gnHdwRL0|Seek Bromance - Avicii Vocal Edit|7iLc4hrjOjQPfg1E3cCHg1|Tim Berg
5PYQUBXc7NYeI1obMKSJK0|Never Really Over|6jJ0s89eD6GaHleKKya26X|Katy Perry
6CUBgX8bXC5YQCkdgRHqyg|do re mi|2cFrymmkijnjDg9SS92EPM|blackbear
1O1EqgvgRyj1ejZPUxI0UX|Vérité|6Te49r3A6f5BiIgBRxH7FH|Ninho
15RRpHBNzv0gvjIry4jyOs|22 settembre|3hN3iJMbbBmqBSAMx5veDa|Ultimo
60a0Rd6pjrkxjPbaKzXjfq|In the End|6XyY86QOPPrYVGvF9ch6wz|Linkin Park
2RMOwSvOGQyy985Vx4VSGQ|Verdinha|3CDoRporvSjdzTrm99a3gi|LUDMILLA
0RbW8kWozrVSIGb4V13o0o|Hurricane|5K4W6rqBFWDnAN6FQUkS6x|Kanye West
5gNZjp6r2TfC3uh9iopWxt|Paris c'est magique|6Te49r3A6f5BiIgBRxH7FH|Ninho
2PRKaIkl62537yLUt8VhHR|Love Sick|6Xgp2XMz1fhVYe7i6yNAax|Trippie Redd
5DqdesEfbRyOlSS3Tf6c29|It's You|4rTv3Ejc7hKMtmoBOK1B4T|Ali Gatie
4ZUNw5tDBZTOqzPEVIYyOy|V12 (feat. Lil Uzi Vert)|6ASri4ePR7RlsvIQgWPJpS|iann dior
2hloaUoRonYssMuqLCBLTX|bloodline|66CXWjxzNUsdJxJ2JdwvnR|Ariana Grande
5xiAfKzE3mbxYbOkUZPR11|Ateo|5TYxZTjIPqKM8K8NuP9woO|C. Tangana
4lTiuD1DwBKo4L7wqMkD7C|JAPAN|0WOxhx4hikIsyF3CRPLC8W|Famous Dex
2bspOurPlpKv27SVt7UbHy|Starlight (Taylor's Version)|06HL4z0CvFAxyc27GXpf02|Taylor Swift
0sdbFOyfgAhAhWq8DpzkaW|the light is coming (feat. Nicki Minaj)|66CXWjxzNUsdJxJ2JdwvnR|Ariana Grande
1PWOkqMORYdGa0OEh2GaXM|Notti In Bianco|1MRiIeZbc0cRuxOafDUCtH|BLANCO
5ZwRTJD1bTACtIuW5Iibnu|Tricheur|4LXBc13z5EWsc5N32bLxfH|Nekfeu
4BHzHISX21PYwGXiBEUQ70|BBO (Bad Bitches Only)|6oMuImdp5ZcFhWP0ESe6mG|Migos
2gbCG4Rt9984UZ7Tc0dIFd|White Christmas (with Shania Twain)|1GxkXlMwML1oSg5eLPiAz3|Michael Bublé
6NzuJWrNriXAbSmscAuSIq|Codeine (feat. Gunna)|7rkW85dBwwrJtlHRDkJDAC|NAV
1nXZnTALNXiPlvXotqHm66|A BOY IS A GUN*|4V8LLVI7PbaPR0K2TGSxFF|Tyler, The Creator
4llr8mcoauwrHBtjGb7F9S|Tipo Gin - Ao Vivo|2UMj7NCbuqy1yUZmiSYGjJ|MC Kevin o Chris
2WRTnY0slmFgWcrmEr8dPj|Bläulich|1qQLhymHXFPtP5U8KNKsm6|Apache 207
3lIxtCaROdRDuTnNBDm3n2|She's My Collar (feat. Kali Uchis)|3AA28KZvwAUcZuOKwyblJQ|Gorillaz
3fpVWegR6YOS1Yk5HSMYIq|Paranoid|246dkjvS1zLTtiykXe5h60|Post Malone
0SQ8yalm13UIJuebuZkQlH|Wild Wild West (feat. Gunna)|4DdkRBBYG6Yk9Ka8tdJ9BW|Offset
29uWfSrklmIxzRIqFFK9jj|Self|6LuN9FCkKOj5PcnpouEgny|Khalid
2n7ohqg1s68ToAHh4u9mcW|Vete|4q3ewBCX7sLwd24euuV69X|Bad Bunny
7vRfxLcDDwgYW2WTrtEgUV|The Next Best American Record|00FQb4jTyendYWaN8pK0wa|Lana Del Rey
3fEoJxnPpfIHwFHKiFtqbA|Break Up Song|3e7awlrlDSwF3iM0WBjGMp|Little Mix
3pIigjAWkzwAonXpJ1fmSF|Everybody Hates Me|69GGBxA162lTqCwzJG5jLp|The Chainsmokers
0qbfdprRS71e9up5pOmbQo|Trust My Lonely|2wUjUUtkb5lvLKcGKsKqsR|Alessia Cara
7MRY4VpCuZvBmFda6ZCk2G|Love It If We Made It|3mIj9lX2MWuHmhNCA7LSCW|The 1975
4Q8aDd3H6LF8t4eY7So9O8|Light It Up (with Tyga & Chris Brown)|64KEffDW9EtZ1y2vBYgq8T|Marshmello
